ayacucho,caicara,ciudad_bolivar,palua
48.51,32.11,14.50,9.43
48.50,32.08,14.46,9.35
48.42,32.04,14.46,9.36
48.36,31.99,14.36,9.30
48.25,31.94,14.32,9.28
48.20,31.90,14.28,9.25
48.11,31.86,14.16,9.18
48.06,31.80,14.10,9.12
47.98,31.72,14.04,9.05
47.85,31.70,13.92,9.03
47.70,31.64,13.84,8.92
47.58,31.54,13.82,8.92
47.47,31.47,13.78,8.87
47.35,31.35,13.70,8.83
47.24,31.27,13.66,8.74
47.12,31.02,13.56,8.69
47.01,30.90,13.46,8.63
46.89,30.72,13.36,8.56
46.77,30.56,13.20,8.43
46.66,30.43,13.04,8.34
46.54,30.30,12.90,8.25
46.43,30.20,12.64,8.13
46.31,30.10,12.60,7.90
46.23,29.96,12.42,7.83
46.09,29.84,12.28,7.72
46.07,29.73,12.20,7.62
46.00,29.62,12.02,7.50
45.96,29.49,11.92,7.45
45.88,29.39,11.80,7.33
45.84,29.29,11.62,7.13
45.80,29.19,11.54,7.07
45.78,29.12,11.48,6.99
45.71,29.04,11.36,6.88
45.65,28.96,11.12,6.80
45.58,28.95,11.02,6.75
45.56,28.85,10.90,6.65
45.54,28.82,10.82,6.54
45.54,28.79,10.78,6.53
45.54,28.73,10.80,6.53
45.55,28.65,10.80,6.53
45.53,28.60,10.74,6.46
45.46,28.50,10.68,6.43
45.49,28.44,10.54,6.32
45.47,28.40,10.46,6.23
45.40,28.35,10.38,6.23
45.36,28.28,10.32,6.17
45.26,28.20,10.20,6.11
45.26,28.13,10.12,6.07
45.24,28.02,10.04,6.07
45.22,27.95,9.94,5.86
45.21,27.87,9.82,5.73
45.21,27.79,9.74,5.70
45.19,27.70,9.74,5.70
45.23,27.65,9.66,5.66
45.27,27.60,9.58,5.61
45.31,27.60,9.50,5.59
45.30,27.59,9.42,5.53
45.30,27.54,9.40,5.48
45.27,27.47,9.36,5.48
45.23,27.38,9.30,5.48
45.23,27.30,9.22,5.44
45.20,27.24,9.12,5.40
45.17,27.16,9.06,5.36
45.10,27.09,9.02,5.31
45.06,27.00,8.92,5.27
45.00,26.92,8.80,5.07
44.96,26.85,8.72,4.95
44.89,26.80,8.70,4.87
44.82,26.75,8.62,4.68
44.74,26.69,8.60,4.64
44.68,26.57,8.58,4.73
44.61,26.47,8.44,4.68
44.57,26.36,8.34,4.65
44.53,26.30,8.20,4.55
44.45,26.27,8.08,4.50
44.37,26.22,8.00,4.36
44.26,26.15,7.94,4.32
44.18,26.04,7.88,4.26
44.09,25.90,7.78,4.11
43.99,25.80,7.68,4.11
43.85,25.70,7.59,4.03
43.72,25.49,7.44,3.99
43.57,25.30,7.28,3.90
43.42,25.16,7.14,3.74
43.26,24.98,7.00,3.52
43.12,24.76,6.95,3.48
42.98,24.61,6.80,3.43
42.84,24.46,6.74,3.33
42.72,24.30,6.68,3.22
42.60,24.18,6.28,3.14
42.51,24.03,6.18,3.07
42.42,23.92,6.10,3.02
42.36,23.84,6.06,2.99
42.34,23.74,6.00,3.08
42.32,23.64,5.94,3.17
42.32,23.50,6.12,3.24
42.31,23.48,6.00,3.18
42.32,23.50,5.88,3.06
42.32,23.60,5.70,2.90
42.30,23.62,5.60,2.75
42.28,23.64,5.58,2.75
42.24,23.64,5.62,2.76
42.22,23.60,5.64,2.71
42.20,23.56,5.62,2.71
42.15,23.51,5.54,2.75
42.13,23.50,5.44,2.65
42.08,23.49,5.38,2.72
42.01,23.46,5.30,2.67
41.96,23.47,5.24,2.62
41.88,23.36,5.24,2.62
41.80,23.28,5.18,2.62
41.72,23.19,5.18,2.63
41.66,23.10,5.18,2.59
41.58,23.01,5.16,2.54
41.52,22.97,5.00,2.52
41.46,22.85,4.82,2.49
41.38,22.77,4.72,2.40
41.32,22.70,4.62,2.31
41.26,22.66,4.56,2.21
41.26,22.56,4.50,2.19
41.27,22.50,4.40,2.16
41.30,22.44,4.32,2.16
41.35,22.40,4.30,2.19
41.42,22.39,4.20,2.25
41.52,22.40,4.20,2.21
41.66,22.44,4.15,2.24
41.83,22.46,4.12,2.19
41.96,22.55,4.20,2.04
42.04,22.65,4.20,2.07
42.08,22.75,4.28,2.07
42.10,22.86,4.28,2.00
42.10,22.96,4.33,2.04
42.10,23.02,4.38,2.08
42.08,23.17,4.40,2.14
42.00,23.35,4.46,2.10
41.91,23.43,4.50,2.09
41.80,23.40,4.61,2.23
41.70,23.30,4.70,2.25
41.62,23.18,4.80,2.43
41.54,23.06,4.82,2.45
41.50,22.96,4.70,2.49
41.46,22.80,4.70,2.44
,,,
41.42,22.70,4.68,2.40
41.36,22.60,4.46,2.32
41.30,22.53,4.40,2.27
41.25,22.46,4.24,2.14
41.20,22.38,4.18,2.07
41.16,22.30,4.12,2.04
41.15,22.26,4.10,1.95
41.14,22.20,3.80,1.96
41.15,22.14,3.80,1.93
41.14,22.10,3.78,2.00
41.22,22.06,3.70,2.02
41.26,22.06,3.64,1.99
41.31,22.08,3.64,1.98
41.34,22.10,3.60,1.86
41.27,22.15,3.54,1.83
41.36,22.19,3.50,1.83
41.33,22.20,3.50,1.78
41.28,22.21,3.48,1.74
41.24,22.20,3.50,1.68
41.24,22.16,3.50,1.63
41.20,22.10,3.50,1.63
41.22,22.06,3.54,1.67
41.24,22.02,3.45,1.75
41.25,22.00,3.44,1.79
41.26,21.98,3.52,1.72
41.27,21.97,3.40,1.73
41.26,21.96,3.43,1.70
41.26,21.97,3.42,1.72
41.25,21.97,3.44,1.67
41.22,21.97,3.40,1.81
41.16,21.97,3.38,1.87
41.11,21.95,3.36,1.72
41.06,21.94,3.30,1.72
41.02,21.90,3.30,1.64
41.02,21.88,3.30,1.64
41.05,21.87,3.30,1.70
41.08,21.88,3.30,1.78
41.09,21.86,3.28,1.86
41.15,21.87,3.20,1.88
41.31,21.90,3.30,1.85
41.58,21.90,3.30,1.85
41.84,21.96,3.30,1.80
42.12,22.13,3.30,1.85
42.48,22.37,3.34,1.85
42.83,22.70,3.64,1.89
43.22,23.03,3.82,1.90
43.53,23.33,4.08,1.92
43.84,23.80,4.36,1.97
44.09,24.19,4.66,2.04
44.36,24.48,5.04,2.09
44.63,24.78,5.36,2.30
44.86,25.13,5.60,2.49
45.08,25.37,5.92,2.73
45.25,25.60,6.30,2.92
45.40,25.90,6.68,3.10
45.52,26.10,7.02,3.40
45.64,26.27,7.30,3.68
45.71,26.45,7.50,3.95
45.80,26.60,7.80,4.13
45.87,26.74,7.90,4.27
45.90,26.90,8.06,4.34
45.94,27.06,8.20,4.42
45.98,27.19,8.30,4.46
46.01,27.27,8.40,4.60
46.05,27.30,8.48,4.66
46.08,27.33,8.56,4.78
46.10,27.36,8.64,4.84
46.14,27.38,8.72,4.88
46.19,27.41,8.72,4.94
46.24,27.47,8.80,4.91
46.31,27.57,8.84,5.03
46.38,27.67,8.90,5.06
46.48,27.75,9.00,5.07
46.61,27.84,9.20,5.10
46.76,27.95,9.32,5.22
46.94,28.01,9.42,5.35
47.15,28.15,9.50,5.26
47.37,28.29,9.50,5.44
47.60,28.44,9.70,5.56
47.74,28.55,9.90,5.73
47.90,28.68,10.08,5.88
47.98,28.80,10.20,5.95
48.02,28.93,10.36,6.04
48.06,29.00,10.50,6.10
48.08,29.05,10.62,6.27
48.10,29.11,10.76,6.36
48.10,29.18,10.84,6.45
48.10,29.24,10.85,6.51
48.06,29.29,10.90,6.52
48.00,29.32,10.96,6.50
47.96,29.35,11.00,6.56
47.90,29.37,11.06,6.63
47.85,29.40,11.10,6.66
47.84,29.43,11.14,6.68
47.82,29.43,11.18,6.74
47.81,29.45,11.24,6.77
47.84,29.45,11.30,6.82
48.00,29.50,11.46,6.84
48.02,29.50,11.50,6.89
48.11,29.58,11.50,6.96
48.18,29.64,11.55,7.03
48.22,29.69,11.60,7.08
48.38,29.73,11.70,7.14
48.51,29.80,11.80,7.17
48.60,29.85,11.86,7.21
48.69,29.91,11.92,7.27
48.74,30.04,12.00,7.37
48.87,30.09,12.02,7.42
48.96,30.14,12.06,7.46
48.93,30.22,12.08,7.54
48.92,30.27,12.18,7.52
48.90,30.30,12.21,7.52
48.98,30.36,12.26,7.61
49.04,30.41,12.32,7.66
49.06,30.47,12.32,7.70
49.17,30.55,12.42,7.74
49.27,30.58,12.60,7.75
49.38,30.70,12.60,7.77
49.48,30.76,12.66,7.80
49.50,30.82,12.59,7.88
49.52,30.88,12.62,7.88
49.50,30.93,12.68,7.93
49.57,30.97,12.78,7.99
49.56,31.10,12.90,8.06
49.54,31.15,13.00,8.12
49.47,31.20,13.04,8.14
49.38,31.22,13.08,8.17
49.36,31.27,13.10,8.24
49.33,31.30,13.20,8.27
49.32,31.33,13.30,8.41
49.44,31.35,13.46,8.53
49.46,31.37,13.50,8.63
49.44,31.38,13.60,8.65
49.38,31.39,13.67,8.73
49.32,31.38,13.72,8.82
49.24,31.36,13.80,8.84
49.21,31.34,13.80,8.84
49.16,31.30,13.76,8.89
49.10,31.26,13.76,8.87
49.06,31.21,13.76,8.81
49.06,31.16,13.76,8.86
49.29,31.17,13.76,8.84
49.31,31.15,13.74,8.84
49.57,31.15,13.76,8.87
49.66,31.20,13.80,8.91
49.70,31.28,13.86,8.90
49.80,31.34,13.90,8.90
49.83,31.41,14.00,9.02
49.83,31.47,14.00,8.99
49.86,31.52,14.02,9.05
49.99,31.61,14.10,9.07
50.02,31.70,14.10,9.16
50.09,31.75,14.18,9.19
50.12,31.80,14.22,9.20
50.12,31.86,14.24,9.28
50.10,31.94,14.28,9.29
50.14,31.99,14.24,9.30
50.18,32.02,14.26,9.30
50.18,32.06,14.24,9.34
50.26,32.09,14.28,9.37
50.28,32.12,14.28,9.32
50.28,32.15,14.34,9.32
50.31,32.19,14.40,9.46
50.35,32.21,14.50,9.46
50.36,32.24,14.60,9.50
50.36,32.28,14.70,9.53
50.32,32.31,14.76,9.59
50.34,32.34,14.82,9.62
50.33,32.36,14.90,9.78
50.31,32.39,15.00,9.85
50.28,32.42,14.92,9.87
50.31,32.45,14.96,10.16
50.29,32.49,15.00,10.19
50.29,32.52,15.04,10.21
50.26,32.55,15.10,10.18
50.24,32.58,15.13,10.21
50.17,32.60,15.16,10.12
50.13,32.65,15.18,10.12
50.08,32.65,15.18,10.10
50.04,32.64,15.20,10.15
49.98,32.63,15.22,10.12
49.96,32.61,15.16,10.11
49.90,32.59,15.16,10.02
49.80,32.55,15.10,9.92
49.73,32.50,15.04,9.91
49.78,32.45,14.98,9.83
49.75,32.43,14.92,9.80
49.70,32.40,14.86,9.74
49.69,32.38,14.78,9.69
49.58,32.33,14.70,9.67
49.57,32.30,14.70,9.65
49.52,32.25,14.60,9.61
49.50,32.20,14.50,9.54
49.44,32.15,14.50,9.54
49.40,32.11,14.44,9.45
49.33,32.06,14.44,9.40
49.30,32.00,14.30,9.38
49.32,31.98,14.18,9.35
49.14,31.95,14.20,9.25
49.05,31.91,14.16,9.24
48.95,31.86,14.14,9.24
48.83,31.82,14.12,9.21
48.72,31.79,14.04,9.17
48.60,31.75,14.00,9.13
48.41,31.70,13.98,9.10
48.23,31.66,13.98,9.10
48.21,31.61,13.90,9.05
48.08,31.56,13.88,9.03
47.94,31.50,13.82,8.96
47.75,31.42,13.80,8.91
47.55,31.35,13.74,8.92
47.44,31.22,13.70,8.91
47.37,31.12,13.66,8.87
47.31,30.98,13.58,8.83
47.18,30.83,13.48,8.74
47.01,30.72,13.36,8.62
46.92,30.58,13.22,8.55
46.81,30.43,13.09,8.46
46.67,30.31,12.92,8.37
46.46,30.18,12.68,8.25
46.34,30.06,12.58,8.13
46.15,29.91,12.44,8.01
46.04,29.78,12.28,7.86
45.95,29.65,12.10,7.65
45.71,29.50,12.00,7.59
45.59,29.35,11.86,7.43
45.49,29.20,11.68,7.31
45.40,29.08,11.56,7.25
45.37,28.95,11.40,7.09
45.32,28.90,11.24,6.99
45.29,28.84,11.18,6.89
45.27,28.78,11.06,6.80
45.32,28.75,10.94,6.77
45.32,28.71,10.82,6.70
45.31,28.65,10.70,6.58
45.25,28.60,10.60,6.49
45.20,28.54,10.50,6.34
45.15,28.51,10.40,6.25
45.04,28.45,10.30,6.21
44.94,28.38,10.24,6.11
44.87,28.27,10.20,6.09
44.87,28.17,10.20,6.09
44.76,28.08,10.15,6.03
44.70,27.96,10.02,5.93
44.73,27.90,9.96,5.83
44.71,27.82,9.70,5.81
44.72,27.78,9.60,5.77
44.80,27.76,9.60,5.69
44.85,27.76,9.40,5.66
44.95,27.80,9.45,5.59
45.02,27.86,9.42,5.53
45.00,27.93,9.40,5.48
45.10,27.99,9.40,5.48
45.28,28.07,9.40,5.60
45.40,28.13,9.62,5.66
45.57,28.23,9.86,5.74
45.67,28.30,9.86,5.89
45.84,28.38,9.90,5.89
45.94,28.49,10.10,5.90
46.04,28.57,10.26,6.03
46.13,28.63,10.40,6.11
46.21,28.70,10.48,6.16
46.25,28.76,10.54,6.29
46.28,28.82,10.56,6.31
46.28,28.87,10.58,6.38
46.24,28.93,10.70,6.28
46.23,28.97,10.78,6.45
46.24,29.00,10.68,6.44
46.28,29.00,10.56,6.62
46.32,29.00,10.60,6.62
46.34,28.98,10.75,6.62
46.34,28.96,10.90,6.61
46.34,28.91,11.00,6.57
46.30,28.84,10.90,6.55
46.24,28.78,10.80,6.51
46.17,28.69,10.80,6.46
46.08,28.60,10.71,6.36
45.98,28.50,10.60,6.32
45.87,28.36,10.50,6.23
45.74,28.20,10.20,6.16
45.67,28.02,10.18,6.12
45.58,27.84,10.10,6.07
45.54,27.66,9.96,6.02
45.48,27.49,9.70,5.94
45.39,27.34,9.64,5.92
45.31,27.22,9.54,5.84
45.21,27.10,9.48,5.69
45.11,27.00,9.16,5.38
45.00,26.90,9.14,5.26
44.86,26.79,9.10,5.17
44.71,26.66,9.00,5.11
44.51,26.50,8.88,5.05
44.40,26.36,8.80,5.01
44.29,26.18,8.70,4.95
44.17,26.12,8.76,4.91
44.09,25.89,8.72,4.79
43.99,25.74,8.34,4.60
43.92,25.61,8.30,4.49
43.85,25.49,7.98,4.30
43.80,25.36,7.82,4.16
43.75,25.25,7.70,4.02
43.72,25.15,7.59,3.99
43.68,25.05,7.46,3.96
43.65,24.90,7.30,3.91
43.61,24.80,7.26,3.79
43.54,24.76,7.04,3.33
43.44,24.69,6.80,3.54
43.30,24.65,6.66,3.40
43.20,24.56,6.60,3.42
43.02,24.46,6.50,3.40
42.86,24.36,6.38,3.34
42.72,24.18,6.28,3.24
42.58,23.98,6.20,3.18
42.48,23.90,6.16,3.10
42.42,23.78,6.08,3.05
42.37,23.67,6.06,3.04
42.36,23.57,6.10,3.04
42.41,23.48,6.00,3.06
42.44,23.39,6.00,3.05
42.48,23.39,5.90,2.99
42.51,23.41,5.82,2.99
42.52,23.48,5.74,2.91
42.52,23.51,5.68,2.95
42.53,23.51,5.62,2.90
42.53,23.48,5.58,2.84
42.52,23.46,5.54,2.81
42.56,23.42,5.58,2.83
42.58,23.40,5.64,2.91
42.60,23.38,5.68,2.97
42.60,23.38,5.55,2.99
42.63,23.37,5.60,2.84
42.69,23.39,5.56,2.77
42.79,23.41,5.48,2.75
42.87,23.50,5.48,2.78
42.91,23.56,5.62,2.99
43.06,23.64,5.78,3.22
43.15,23.76,5.90,3.37
43.27,23.82,5.96,3.47
43.39,23.92,6.10,3.47
43.52,24.02,6.30,3.54
43.63,24.16,6.50,3.67
43.70,24.26,6.54,3.58
43.76,24.40,6.58,3.54
43.79,24.57,6.58,3.51
43.79,24.68,6.58,3.40
43.78,24.76,6.60,3.30
43.74,24.76,6.60,3.42
43.63,24.69,6.60,3.43
43.64,24.65,6.70,3.42
43.58,24.59,6.70,3.42
43.51,24.52,6.70,3.40
43.42,24.45,6.68,3.37
43.33,24.36,6.30,3.29
43.23,24.27,6.24,3.28
43.11,24.16,6.20,3.22
42.99,23.97,6.14,3.11
42.83,23.95,5.98,2.99
42.66,23.80,5.79,2.96
42.50,23.66,5.62,2.88
42.36,23.51,5.56,2.87
42.23,23.37,5.50,2.76
42.00,23.21,5.36,2.65
41.97,23.08,5.30,2.66
41.88,22.98,5.10,2.61
41.82,22.90,4.98,2.54
,,,
41.76,22.78,4.80,2.57
41.70,22.68,4.76,2.56
41.65,22.62,4.70,2.51
41.62,22.56,4.56,2.44
41.57,22.51,4.44,2.46
41.52,22.46,4.38,2.19
41.46,22.40,4.30,2.13
41.42,22.35,4.20,2.01
41.39,22.30,4.12,1.94
41.40,22.25,4.04,1.90
41.44,22.22,4.04,1.90
41.51,22.20,3.90,1.92
41.56,22.20,3.90,1.97
41.61,22.24,3.80,1.96
41.63,22.32,3.72,1.94
41.61,22.41,3.82,1.94
41.59,22.49,3.90,1.94
41.58,22.60,3.96,1.95
41.56,22.69,3.98,1.90
41.54,22.75,4.00,1.88
41.51,22.75,4.08,1.95
41.50,22.66,4.16,1.97
41.53,22.60,4.22,2.00
41.60,22.55,4.22,1.95
41.69,22.50,4.22,2.00
41.81,22.45,4.26,2.05
41.97,22.50,4.30,2.05
42.13,22.70,4.28,2.11
42.30,22.82,4.28,2.15
42.47,22.95,4.30,2.20
42.62,23.06,4.34,2.25
42.73,23.23,4.40,2.26
42.78,23.39,4.50,2.27
42.85,23.55,4.60,2.21
42.86,23.72,4.72,2.25
42.86,23.88,4.84,2.34
42.87,23.99,5.00,2.44
42.88,24.06,5.20,2.44
42.83,24.06,5.26,2.48
42.90,24.06,5.34,2.57
42.94,23.98,5.38,2.61
42.86,23.95,5.42,2.71
42.80,23.88,5.42,2.82
42.78,23.88,5.46,2.73
42.72,23.88,5.50,2.67
42.66,23.88,5.36,2.60
42.57,23.88,5.34,2.61
42.52,23.88,5.34,2.64
42.50,23.89,5.30,2.64
42.53,23.86,5.28,2.60
42.63,23.80,5.32,2.59
42.77,23.78,5.34,2.66
42.90,23.78,5.36,2.66
43.05,23.87,5.38,2.66
43.18,23.93,5.36,2.64
43.34,24.01,5.34,2.67
43.43,24.11,5.36,2.71
43.53,24.27,5.40,2.76
43.61,24.42,5.46,2.78
43.64,24.56,5.52,2.81
43.64,24.66,5.62,2.83
43.66,24.70,5.74,2.84
43.72,24.79,5.74,2.91
43.79,24.90,5.98,2.95
43.96,24.99,6.02,3.05
44.11,25.13,6.10,3.08
44.32,25.27,6.20,3.08
44.58,25.43,6.38,3.18
44.86,25.57,6.52,3.19
45.25,25.76,6.72,3.37
45.56,26.01,7.00,3.57
45.85,26.26,7.22,3.75
46.13,26.53,7.80,3.94
46.43,26.82,7.80,4.05
46.62,27.10,7.92,4.18
46.79,27.41,8.20,4.33
46.97,27.75,8.30,4.52
47.11,28.08,8.40,4.75
47.27,28.22,9.10,5.01
47.36,28.43,9.50,5.23
47.49,28.60,9.80,5.46
47.55,28.73,10.00,5.66
47.60,28.80,10.10,5.82
47.60,28.88,10.30,5.96
47.62,28.92,10.36,6.04
47.72,28.94,10.40,6.10
47.79,28.96,10.40,6.11
47.86,28.99,10.40,6.11
47.91,29.00,10.38,6.11
47.93,29.00,10.44,6.11
48.00,29.01,10.52,6.18
48.00,29.04,10.60,6.26
48.04,29.04,10.62,6.27
48.07,29.04,10.62,6.27
48.09,29.04,10.66,6.28
48.09,29.10,10.68,6.28
48.09,29.16,10.70,6.30
48.15,29.22,10.78,6.35
48.17,29.28,10.82,6.38
48.25,29.32,10.88,6.41
48.41,29.39,10.96,6.51
48.52,29.49,11.00,6.57
48.64,29.59,11.08,6.59
48.73,29.69,11.14,6.62
48.79,29.79,11.26,6.71
48.81,29.89,11.40,6.81
48.89,29.99,11.52,6.92
48.92,30.07,11.62,7.04
48.99,30.13,11.72,7.09
49.04,30.19,11.82,7.13
49.11,30.25,11.90,7.20
49.18,30.31,11.92,7.23
49.27,30.38,12.02,7.34
49.38,30.43,12.06,7.38
49.52,30.53,12.08,7.42
49.65,30.68,12.18,7.45
49.80,30.75,12.28,7.51
49.90,30.86,12.40,7.59
49.98,30.97,12.58,7.75
50.01,31.10,12.72,7.84
50.08,31.25,12.88,7.96
50.20,31.32,13.08,8.07
50.24,31.40,13.20,8.18
50.30,31.49,13.30,8.41
50.32,31.58,13.40,8.66
50.39,31.68,13.48,8.90
50.47,31.78,13.60,9.11
50.58,31.85,13.80,9.17
50.60,31.95,14.02,9.32
50.80,32.03,14.12,9.40
50.89,32.10,14.16,9.49
50.96,32.18,14.20,9.57
50.96,32.29,14.32,9.69
51.02,32.36,14.46,9.81
51.02,32.43,14.66,9.95
51.00,32.50,14.72,10.09
51.08,32.64,14.90,10.14
51.12,32.70,15.02,10.23
51.22,32.77,15.12,10.33
51.33,32.82,15.18,10.48
51.46,32.91,15.38,10.59
51.56,32.96,15.48,10.68
51.62,33.05,15.56,10.78
51.64,33.12,15.62,10.78
51.68,33.19,15.70,10.75
51.67,33.24,15.74,10.79
51.70,33.30,15.80,10.76
51.77,33.36,15.84,10.74
51.82,33.40,15.88,10.66
51.89,33.46,15.86,10.61
52.00,33.58,15.92,10.55
52.06,33.64,15.98,10.58
52.08,33.69,16.06,10.61
52.10,33.76,16.14,10.79
52.10,33.82,16.22,10.88
52.10,33.87,16.30,10.90
52.12,33.91,16.34,10.86
52.12,33.92,16.38,10.91
52.08,33.99,16.40,10.96
51.98,34.01,16.48,10.98
51.96,34.03,16.48,10.98
51.88,34.04,16.50,11.01
51.79,34.09,16.52,11.04
51.72,34.09,16.56,11.11
51.62,34.10,16.58,11.12
51.58,34.12,16.62,11.13
51.52,34.12,16.66,11.16
51.45,34.11,16.68,11.16
51.34,34.10,16.68,11.11
51.26,34.10,16.64,11.10
51.17,34.09,16.68,11.16
51.14,34.09,16.74,11.26
51.08,34.07,16.78,11.34
51.02,34.05,16.78,11.37
50.99,34.05,16.87,11.39
50.99,34.03,16.80,11.39
50.99,34.00,16.82,11.35
50.99,33.99,16.82,11.34
50.43,33.95,16.80,11.35
50.65,33.92,16.78,11.33
50.87,33.88,16.76,11.28
50.78,33.86,16.74,11.29
50.70,33.83,16.70,11.24
50.60,33.79,16.70,11.23
50.50,33.79,16.68,11.23
50.39,33.74,16.68,11.19
50.27,33.69,16.70,11.15
50.13,33.64,16.70,11.02
50.00,33.58,16.48,10.99
49.88,33.51,16.44,10.84
49.76,33.46,16.38,10.80
49.63,33.41,16.30,10.74
49.52,33.37,16.20,10.72
49.39,33.30,16.10,10.65
49.27,33.22,16.06,10.60
49.16,33.15,16.00,10.57
49.00,33.07,15.96,10.56
49.00,33.00,15.90,10.51
48.90,32.86,15.82,10.44
48.84,32.72,15.74,10.37
48.67,32.61,15.64,10.32
48.76,32.54,15.56,10.27
48.73,32.44,15.48,10.20
48.71,32.36,15.40,10.14
48.67,32.27,15.34,10.14
48.60,32.19,15.26,10.04
48.56,32.10,15.20,9.99
48.97,32.02,15.10,9.91
48.39,31.95,15.00,9.83
48.30,31.86,14.92,9.82
48.20,31.77,14.78,9.72
48.01,31.67,14.68,9.63
48.02,31.59,14.58,9.50
47.91,31.48,14.40,9.49
47.83,31.37,14.28,9.40
47.74,31.27,14.20,9.24
47.65,31.17,13.98,8.97
47.58,31.08,13.86,8.90
47.49,30.91,13.74,8.97
47.44,30.80,13.62,8.90
47.36,30.69,13.50,8.81
47.29,30.57,13.34,8.70
47.23,30.47,13.18,8.51
47.19,30.38,13.06,8.45
47.14,30.30,12.96,8.34
47.09,30.23,12.72,8.21
47.02,30.20,12.62,8.05
46.91,30.14,12.54,8.00
46.85,30.07,12.48,7.90
46.80,29.98,12.42,7.82
46.80,29.91,12.44,7.79
46.74,29.85,12.28,7.70
46.79,29.79,12.20,7.66
46.65,29.72,12.08,7.57
46.64,29.66,12.00,7.52
46.68,29.60,11.92,7.51
46.74,29.55,11.86,7.38
46.74,29.53,11.76,7.36
46.74,29.50,11.64,7.33
46.74,29.48,11.72,7.33
46.75,29.46,11.68,7.29
46.73,29.43,11.68,7.28
46.80,29.43,11.66,7.41
46.91,29.45,11.70,7.31
46.95,29.47,11.68,7.35
46.96,29.48,11.62,7.20
46.97,29.50,11.58,7.14
46.95,29.51,11.54,7.13
46.91,29.51,11.54,7.11
46.87,29.50,11.52,7.22
46.83,29.48,11.54,7.18
46.75,29.45,11.54,7.11
46.64,29.37,11.50,7.10
46.53,29.26,11.40,7.06
46.41,29.13,11.32,7.03
46.32,29.00,11.24,6.97
46.26,28.86,11.18,6.84
46.27,28.63,11.12,6.72
46.33,28.49,10.90,6.61
46.43,28.40,10.80,6.45
46.49,28.35,10.72,6.33
46.59,28.35,10.66,6.21
46.65,28.38,10.58,6.23
46.70,28.41,10.44,6.25
46.77,28.45,10.40,6.26
46.82,28.53,10.38,6.27
46.88,28.64,10.44,6.29
46.90,28.73,10.44,6.21
46.89,28.86,10.38,6.19
46.86,28.91,10.32,6.19
46.84,28.93,10.32,6.23
46.82,28.95,10.30,6.22
46.80,28.97,10.50,6.30
46.76,28.94,10.64,6.30
46.71,28.94,10.70,6.32
46.66,28.91,10.72,6.31
46.57,28.85,10.60,6.29
46.46,28.77,10.60,6.26
46.37,28.67,10.54,6.18
46.25,28.55,10.58,6.24
46.17,28.41,10.52,6.23
46.07,28.25,10.32,6.18
46.00,28.08,10.12,6.12
45.94,27.91,9.98,6.05
45.88,27.74,9.82,5.92
45.82,27.60,9.70,5.78
45.67,27.48,9.58,5.67
45.59,27.36,9.46,5.57
45.66,27.22,9.40,5.52
45.61,27.16,9.30,5.43
45.56,27.04,9.20,5.38
45.51,26.95,9.12,5.26
45.49,26.85,9.10,5.21
45.40,26.76,9.00,5.19
45.28,26.67,8.85,5.13
45.16,26.59,8.80,5.02
45.04,26.49,8.66,4.95
44.89,26.40,8.54,4.84
44.74,26.27,8.46,4.71
44.59,26.14,8.38,4.63
44.45,26.01,8.30,4.52
44.32,25.88,8.10,4.52
44.20,25.72,8.00,4.56
44.13,25.57,7.92,4.51
44.06,25.44,7.90,4.42
44.00,25.32,7.84,4.29
,25.24,7.50,4.13
,25.16,7.32,3.96
,25.08,7.14,3.88
,24.90,7.04,3.81
,24.84,6.90,3.71
,24.73,6.79,3.62
,24.65,6.68,3.53
,24.53,6.58,3.44
,24.47,6.40,3.42
,24.37,6.38,3.34
,24.28,6.18,3.27
,24.15,6.10,3.22
,23.99,6.05,3.11
,23.90,5.90,2.97
,23.78,5.80,2.89
,23.66,5.70,2.90
,23.58,5.60,2.87
,23.46,5.50,2.85
,23.35,5.40,2.81
,23.20,5.32,2.81
,23.14,5.26,2.76
,23.10,5.20,2.68
,23.05,5.02,2.68
,23.00,5.00,2.68
,22.99,4.96,2.63
,22.96,4.94,2.57
,22.91,4.80,2.48
,22.87,4.74,2.41
,22.85,4.66,2.30
,22.83,4.60,2.30
,22.70,4.50,2.30
,22.66,4.40,2.29
,22.60,4.40,2.27
,22.57,4.32,2.27
,22.53,4.26,2.25
,22.48,4.18,2.18
,22.41,4.14,2.18
,22.36,4.10,2.08
,22.30,4.00,2.08
,22.23,3.98,2.03
,22.18,3.94,1.94
,22.09,3.80,1.89
,22.02,3.70,1.78
,21.95,3.70,1.78
,21.90,3.64,1.78
,21.84,3.54,1.78
,21.75,3.50,1.78
,21.68,3.40,1.81
,21.63,3.38,1.81
,21.56,3.30,1.77
,21.51,3.28,1.73
,21.47,3.20,1.72
,21.41,3.14,1.74
,21.37,3.10,1.74
,21.34,3.04,1.67
,21.32,2.98,1.60
,21.29,2.98,1.54
,21.25,2.94,1.53
,21.20,2.88,1.52
,,,
,21.15,2.86,1.53
,21.10,2.82,1.53
,21.08,2.80,1.58
,21.08,2.72,1.60
,21.06,2.72,1.54
,21.06,2.70,1.49
,21.09,2.68,1.55
,21.12,2.66,1.53
,21.13,2.66,1.55
,21.08,2.64,1.52
,21.05,2.64,1.47
,21.04,2.60,1.40
,21.02,2.60,1.37
,21.01,2.60,1.41
