ayacucho,caicara,ciudad_bolivar,palua
46.40,27.04,8.04,4.33
46.60,27.26,8.26,4.45
46.84,27.46,8.48,4.63
47.05,27.71,8.70,4.81
47.30,27.90,8.92,4.98
47.47,28.09,9.16,5.10
47.64,28.26,9.36,5.28
47.78,28.40,9.70,5.54
47.78,28.54,9.82,5.70
48.05,28.65,9.98,5.83
48.17,28.78,10.10,5.93
48.29,28.91,10.26,6.00
48.38,29.00,10.52,6.09
48.45,29.18,10.72,6.20
48.50,29.26,10.90,6.37
48.59,29.35,11.03,6.44
48.64,29.43,11.12,6.56
48.70,29.50,11.18,6.67
48.74,29.57,11.24,6.69
48.74,29.64,11.30,6.78
48.78,29.68,11.42,6.77
48.82,29.72,11.52,6.98
48.87,29.78,11.64,7.05
48.94,29.82,11.70,7.11
49.00,29.88,11.72,7.18
49.05,29.92,11.76,7.19
49.12,29.99,11.80,7.11
49.22,30.08,11.80,7.10
49.30,30.16,11.88,7.22
49.47,30.28,12.00,7.31
49.67,30.36,12.08,7.39
49.80,30.48,12.18,7.45
49.97,30.60,12.32,7.52
50.25,30.70,12.50,7.60
50.54,30.89,12.66,7.68
50.71,31.05,12.82,7.80
50.83,31.19,13.00,7.95
50.85,31.32,13.12,8.10
50.89,31.46,13.26,8.23
51.08,31.60,13.38,8.28
51.15,31.71,13.50,8.42
51.25,31.82,13.62,8.52
51.34,31.90,13.74,8.62
51.45,32.00,13.84,8.72
51.53,32.10,13.98,8.82
51.58,32.20,14.05,8.91
51.65,32.29,14.10,8.93
51.74,32.40,14.18,8.97
51.75,32.48,14.30,9.04
51.76,32.56,14.38,9.14
51.66,32.64,14.50,9.32
51.68,32.72,14.62,9.42
51.84,32.80,14.77,9.52
51.91,32.90,14.88,9.58
51.94,32.98,15.00,9.64
51.96,33.04,15.14,9.71
52.00,33.12,15.20,9.82
52.11,33.20,15.28,9.96
52.18,33.28,15.34,10.00
52.21,33.36,15.42,10.05
52.21,33.44,15.50,10.05
52.22,33.50,15.54,10.11
52.22,33.56,15.60,10.15
52.19,33.61,15.64,10.23
52.16,33.66,15.70,10.27
52.22,33.68,15.74,10.31
52.24,33.70,15.79,10.39
52.25,33.74,15.82,10.39
52.23,33.78,15.86,10.37
52.20,33.80,15.90,10.39
52.17,33.86,15.92,10.42
52.16,33.86,16.00,10.46
52.20,33.89,16.04,10.48
52.20,33.90,16.08,10.51
52.19,33.92,16.09,10.57
52.14,33.97,16.12,10.57
52.11,34.01,16.16,10.58
52.05,34.02,16.20,10.67
51.98,34.03,16.24,10.75
51.98,34.04,16.26,10.77
51.96,34.04,16.30,10.75
51.90,34.04,16.32,10.74
51.88,34.04,16.36,10.74
51.85,34.04,16.36,10.76
51.80,34.03,16.38,10.82
51.74,34.00,16.39,10.85
51.78,33.98,16.40,10.87
51.85,33.98,16.40,10.86
51.86,33.96,16.40,10.87
51.84,33.94,16.42,10.87
51.78,33.93,16.42,10.96
51.74,33.91,16.44,10.81
51.68,33.90,16.43,10.82
51.62,33.89,16.44,10.83
51.62,33.88,16.44,10.83
51.58,33.87,16.41,10.81
51.57,33.85,16.38,10.80
51.55,33.83,16.40,10.81
51.50,33.81,16.36,10.81
51.47,33.79,16.35,10.77
51.42,33.78,16.34,10.78
51.38,33.76,16.34,10.78
51.34,33.74,16.35,10.78
51.29,33.71,16.34,10.78
51.36,33.70,16.30,10.77
51.37,33.69,16.26,10.75
51.38,33.67,16.26,10.72
51.26,33.66,16.24,10.69
51.27,33.64,16.22,10.69
51.15,33.61,16.20,10.72
51.07,33.57,16.18,10.67
50.97,33.53,16.12,10.60
50.91,33.50,16.10,10.68
50.84,33.46,16.06,10.63
50.76,33.41,16.00,10.59
50.67,33.36,15.98,10.58
50.57,33.31,15.92,10.56
50.45,33.25,15.86,10.56
50.37,33.19,15.84,10.45
50.32,33.12,15.79,10.42
50.30,33.13,15.75,10.39
50.22,33.08,15.68,10.37
50.16,33.03,15.66,10.32
50.09,32.97,15.60,10.28
50.01,32.89,15.54,10.23
49.98,32.81,15.48,10.18
49.90,32.73,15.40,10.13
49.81,32.64,15.36,10.13
49.77,32.58,15.26,10.04
49.69,32.49,15.16,10.02
49.58,32.42,15.08,9.93
49.44,32.35,14.96,9.87
49.30,32.27,14.88,9.83
49.14,32.20,14.76,9.67
49.00,32.09,14.68,9.63
48.84,31.99,14.59,9.55
48.69,31.88,14.48,9.46
48.53,31.77,14.36,9.33
48.32,31.65,14.22,9.23
48.18,31.55,14.10,9.16
47.92,31.43,14.00,9.25
47.70,31.31,13.85,9.24
47.48,31.17,13.74,9.17
47.24,30.98,13.58,9.03
47.03,30.80,13.43,8.61
46.82,30.61,13.24,8.38
46.61,30.41,13.06,8.64
46.39,30.20,12.86,8.62
46.26,29.98,12.66,8.07
46.09,29.78,12.44,7.94
45.91,29.55,12.20,7.94
45.72,29.32,12.00,7.74
45.61,29.09,11.70,7.39
45.50,28.87,11.40,7.09
45.40,28.65,11.14,6.81
45.40,28.45,10.86,6.68
45.42,28.30,10.62,6.45
45.50,28.21,10.40,6.29
45.61,28.18,10.24,6.15
45.72,28.19,10.14,6.05
45.76,28.25,10.08,5.87
45.83,28.24,10.03,5.93
45.92,28.22,10.00,5.83
46.00,28.19,9.98,5.81
46.03,28.16,9.93,5.69
46.10,28.15,9.92,5.73
46.20,28.15,9.90,5.75
46.31,28.19,9.90,5.76
46.39,28.24,9.92,5.82
46.46,28.28,9.90,5.83
46.59,28.31,9.88,5.83
46.66,28.37,9.88,5.80
46.74,28.40,9.98,5.78
46.80,28.43,10.06,5.78
46.87,28.46,10.10,5.82
46.92,28.46,10.16,5.90
47.00,28.46,10.18,5.90
47.10,28.46,10.16,5.92
47.18,28.46,10.18,5.92
47.21,28.49,10.16,5.96
47.22,28.54,10.18,5.94
47.25,28.58,10.22,5.92
47.20,28.60,10.26,5.94
47.17,28.58,10.30,6.02
47.11,28.58,10.32,6.07
47.08,28.56,10.36,6.11
47.02,28.56,10.36,6.14
46.93,28.56,10.35,6.15
46.87,28.56,10.30,6.08
46.78,28.55,10.26,6.12
46.67,28.49,10.20,6.05
46.57,28.43,10.28,6.04
46.49,28.36,10.20,6.09
46.38,28.26,10.20,6.05
46.38,28.14,10.18,6.05
46.28,28.02,10.08,5.95
46.18,27.90,9.90,5.85
46.01,27.78,9.78,5.69
45.89,27.65,9.64,5.69
45.74,27.52,9.50,5.49
45.62,27.37,9.32,5.39
45.48,27.20,9.20,5.23
45.35,27.05,9.00,4.95
45.22,26.88,8.78,4.84
45.10,26.75,8.68,4.76
44.95,26.71,8.60,4.65
44.72,26.48,8.34,4.58
44.61,26.34,8.28,4.45
44.60,26.18,8.18,4.40
44.44,26.04,8.00,4.29
44.29,25.89,7.78,4.21
44.02,25.75,7.61,4.08
43.99,25.60,7.42,3.98
43.81,25.48,7.28,3.93
43.74,25.36,7.20,3.84
43.64,25.22,7.08,3.84
43.60,25.08,6.96,3.73
43.56,25.00,6.80,3.63
43.58,24.85,6.80,3.52
43.58,24.77,6.50,3.33
43.57,24.72,6.38,3.22
43.52,24.68,6.28,3.17
43.49,24.76,6.28,3.11
43.38,24.81,6.22,3.09
43.26,24.78,6.20,3.09
43.12,24.67,6.18,3.07
43.02,24.54,6.12,3.06
42.92,24.43,6.04,3.07
42.72,24.30,6.00,3.06
42.50,24.16,5.88,2.97
42.48,24.00,5.78,2.87
42.36,23.87,5.64,2.80
42.24,23.75,5.50,2.77
42.12,23.64,5.34,2.61
42.01,23.52,5.20,2.44
41.90,23.40,5.10,2.36
41.79,23.30,4.90,2.22
41.70,23.20,4.78,2.09
41.62,23.09,4.64,2.04
41.54,22.93,4.50,1.99
41.46,22.82,4.40,1.97
41.39,22.72,4.30,1.94
41.32,22.65,4.22,2.00
41.27,22.58,4.15,2.05
41.11,22.58,4.08,2.00
41.15,22.52,3.98,1.96
41.09,22.45,3.82,1.94
41.04,22.39,3.80,1.93
40.97,22.35,3.72,1.92
40.92,22.29,3.66,1.91
40.86,22.24,3.60,1.84
40.80,22.20,3.52,1.79
40.76,22.15,3.48,1.74
40.72,22.10,3.42,1.68
40.68,22.03,3.36,1.60
40.64,22.00,3.30,1.58
40.60,21.95,3.24,1.62
40.58,21.90,3.20,1.57
40.56,21.85,3.15,1.58
40.52,21.81,3.14,1.55
40.50,21.77,3.12,1.57
40.48,21.73,2.96,1.53
40.46,21.70,2.90,1.52
40.44,21.68,2.86,1.48
40.43,21.65,2.82,1.45
40.41,21.63,2.78,1.39
40.40,21.61,2.78,1.30
40.37,21.60,2.74,1.28
40.35,21.58,2.74,1.28
40.34,21.55,2.72,1.28
40.33,21.52,2.72,1.35
40.32,21.50,2.74,1.40
40.32,21.48,2.74,1.42
40.30,21.45,2.71,1.48
40.30,21.43,2.71,1.51
40.28,21.42,2.70,1.53
40.25,21.40,2.72,1.52
40.21,21.38,2.63,1.46
40.17,21.42,2.64,1.45
40.12,21.42,2.60,1.44
40.09,21.39,2.58,1.41
40.05,21.36,2.54,1.29
40.03,21.35,2.52,1.25
40.03,21.31,2.52,1.20
,,,
40.02,21.25,2.54,1.28
40.02,21.20,2.52,1.31
40.01,21.20,2.48,1.35
40.04,21.21,2.48,1.37
40.06,21.19,2.48,1.38
40.07,21.18,2.40,1.40
40.09,21.17,2.36,1.31
40.11,21.16,2.32,1.31
40.12,21.16,2.30,1.29
40.11,21.18,2.28,1.27
40.10,21.20,2.34,1.21
40.11,21.20,2.30,1.25
40.10,21.19,2.32,1.25
40.10,21.19,2.32,1.25
40.11,21.19,2.38,1.25
40.11,21.19,2.40,1.28
40.11,21.19,2.40,1.33
40.13,21.18,2.32,1.31
40.16,21.17,2.38,1.33
40.18,21.18,2.44,1.41
40.20,21.19,2.42,1.42
40.22,21.19,2.42,1.42
40.22,21.20,2.36,1.46
40.21,21.21,2.36,1.42
40.18,21.23,2.30,1.36
40.16,21.26,2.28,1.33
40.13,21.27,2.26,1.28
40.11,21.27,2.26,1.25
40.10,21.26,2.40,1.28
40.13,21.27,2.40,1.28
40.15,21.26,2.40,1.28
40.19,21.26,2.42,1.39
40.24,21.26,2.44,1.42
40.32,21.26,2.46,1.42
40.40,21.30,2.48,1.31
40.47,21.36,2.50,1.31
40.56,21.44,2.50,1.39
40.58,21.53,2.46,1.41
40.60,21.60,2.48,1.42
40.60,21.68,2.52,1.42
40.60,21.72,2.56,1.39
40.60,21.75,2.58,1.37
40.65,21.80,2.70,1.37
40.72,21.80,2.74,1.43
40.86,21.84,2.80,1.46
40.98,21.91,2.88,1.46
41.10,21.99,2.92,1.62
41.12,22.10,2.96,1.72
41.39,22.11,3.06,1.72
41.56,22.31,3.18,1.71
41.76,22.40,3.14,1.71
42.00,22.51,3.20,1.72
42.18,22.73,3.32,1.69
42.33,22.99,3.42,1.70
42.49,23.22,3.52,1.72
42.60,23.43,3.72,1.76
42.74,23.63,3.96,1.79
42.80,23.80,4.18,1.86
42.95,23.96,4.38,1.94
43.18,24.10,4.60,2.06
43.44,24.24,4.88,2.26
43.70,24.40,5.06,2.50
43.93,24.59,5.20,2.53
44.08,24.80,5.36,2.63
44.29,25.04,5.56,2.66
44.41,25.25,5.74,2.67
44.50,25.43,6.00,2.90
44.62,25.59,6.22,3.11
44.74,25.70,6.48,3.24
44.84,25.80,6.72,3.35
45.04,25.88,6.82,3.43
45.18,25.99,7.00,3.53
45.34,26.09,7.09,3.58
45.50,26.23,7.24,3.71
45.70,26.33,7.45,3.89
45.90,26.44,7.64,4.04
46.20,26.57,7.80,4.19
46.49,26.75,7.93,4.35
46.74,26.96,8.07,4.41
47.00,27.23,8.26,4.42
47.26,27.48,8.50,4.61
47.52,27.72,8.60,4.82
47.70,27.98,9.08,5.00
47.90,28.18,9.40,5.24
48.13,28.34,9.70,5.39
48.21,28.48,9.92,5.54
48.33,28.60,10.08,5.59
48.44,28.72,10.16,5.83
48.50,28.85,10.24,5.93
48.58,28.98,10.30,6.02
48.63,29.07,10.36,6.03
48.66,29.14,10.44,6.09
48.74,29.22,10.54,6.09
48.78,29.30,10.62,6.12
48.78,29.37,10.72,6.28
48.80,29.42,10.84,6.36
48.81,29.47,10.94,6.46
48.80,29.51,11.02,6.47
48.82,29.54,11.09,6.52
48.84,29.58,11.10,6.58
48.84,29.63,11.12,6.56
48.84,29.68,11.20,6.65
48.80,29.70,11.26,6.74
48.85,29.74,11.30,6.82
48.89,29.80,11.40,6.86
48.92,29.84,11.48,6.91
48.92,29.89,11.54,6.94
48.94,29.93,11.62,6.94
48.98,29.97,11.69,7.04
49.00,29.98,11.76,7.12
49.04,30.03,11.82,7.22
49.06,30.07,11.98,7.23
49.08,30.10,12.04,7.27
49.20,30.12,12.06,7.31
49.46,30.20,12.12,7.36
49.56,30.28,12.22,7.48
49.64,30.36,12.30,7.54
49.68,30.46,12.39,7.67
49.72,30.50,12.48,7.69
49.76,30.59,12.56,7.73
49.76,30.64,12.62,7.83
49.79,30.70,12.70,7.86
49.86,30.77,12.76,7.96
49.93,30.80,12.82,8.06
49.97,30.96,12.88,8.11
49.98,31.02,12.96,8.12
50.03,31.10,13.00,8.07
50.06,31.16,13.02,8.09
50.10,31.22,13.06,8.09
50.12,31.32,13.12,8.11
50.18,31.38,13.22,8.20
50.20,31.42,13.32,8.35
50.31,31.48,13.38,8.39
50.52,31.60,13.46,8.45
50.90,31.68,13.60,8.49
51.28,31.76,13.68,8.58
51.40,31.86,13.80,8.63
51.41,32.00,13.88,8.81
51.37,32.14,14.00,8.88
51.28,32.24,14.10,8.96
51.26,32.32,14.26,9.03
51.26,32.40,14.40,9.16
51.26,32.48,14.48,9.25
51.39,32.56,14.60,9.41
51.43,32.66,14.70,9.51
51.45,32.72,14.80,9.55
51.52,32.78,14.90,9.62
51.59,32.84,15.00,9.66
51.66,32.91,15.05,9.73
51.72,32.97,15.15,9.74
51.76,33.01,15.32,9.91
51.76,33.06,15.35,9.97
51.87,33.14,15.35,10.03
52.03,33.20,15.46,10.07
52.03,33.28,15.50,10.07
52.02,33.33,15.60,10.18
52.06,33.39,15.65,10.18
52.06,33.43,15.74,10.28
52.04,33.48,15.80,10.33
52.01,33.50,15.82,10.41
51.99,33.52,15.90,10.43
51.91,33.55,16.02,10.43
51.86,33.58,15.96,10.42
51.82,33.59,15.94,10.42
51.78,33.60,15.96,10.46
51.80,33.61,16.00,10.47
51.84,33.65,16.02,10.53
51.85,33.66,16.05,10.54
51.82,33.67,16.08,10.58
51.82,33.67,16.10,10.52
51.80,33.70,16.10,10.48
51.76,33.70,16.10,10.55
51.71,33.71,16.10,10.55
51.64,33.73,16.14,10.58
51.59,33.73,16.14,10.59
51.50,33.73,16.15,10.56
51.44,33.73,16.16,10.56
51.35,33.72,16.16,10.54
51.31,33.72,16.18,10.62
51.31,33.71,16.18,10.63
51.30,33.70,16.20,10.65
51.30,33.70,16.22,10.66
51.29,33.69,16.28,10.74
51.29,33.67,16.32,10.73
51.28,33.67,16.32,10.68
51.26,33.64,16.36,10.79
51.22,33.61,16.39,10.80
51.16,33.59,16.38,10.80
51.12,33.56,16.42,10.88
51.09,33.53,16.44,10.88
50.98,33.49,16.40,10.85
50.92,33.45,16.36,10.76
50.84,33.41,16.32,10.78
50.73,33.37,16.26,10.74
50.67,33.32,16.20,10.72
50.60,33.30,16.16,10.71
50.52,33.24,16.10,10.63
50.44,33.19,16.10,10.58
50.42,33.14,16.05,10.57
50.36,33.08,16.00,10.51
50.29,33.02,15.94,10.54
50.26,32.98,15.90,10.49
50.19,32.97,15.90,10.45
50.12,32.90,15.90,10.39
50.04,32.85,15.84,10.39
49.92,32.81,15.70,10.30
49.79,32.75,15.60,10.27
49.71,32.72,15.55,10.27
49.66,32.67,15.50,10.24
49.57,32.60,15.44,10.21
49.51,32.55,15.36,10.16
49.46,32.52,15.30,9.99
49.38,32.48,15.22,9.89
49.34,32.40,15.15,9.89
49.28,32.37,15.10,9.89
49.35,32.32,15.05,9.80
49.31,32.28,15.02,9.73
49.25,32.24,14.94,9.62
49.14,32.19,14.86,9.54
49.03,32.15,14.76,9.46
48.92,32.09,14.68,9.43
48.83,32.02,14.58,9.40
48.74,31.97,14.50,9.37
48.65,31.89,14.44,9.32
48.55,31.83,14.40,9.28
48.47,31.75,14.28,9.25
48.44,31.75,14.28,9.21
48.41,31.67,14.20,9.17
48.34,31.61,14.12,9.13
48.32,31.56,14.08,9.13
48.30,31.50,14.06,9.07
48.28,31.46,13.98,8.93
48.25,31.38,13.90,8.86
48.22,31.36,13.78,8.79
48.20,31.31,13.70,8.75
48.20,31.28,13.62,8.65
48.18,31.23,13.54,8.60
48.13,31.20,13.48,8.57
48.05,31.15,13.36,8.51
47.97,31.10,13.32,8.51
47.89,31.05,13.26,8.34
47.82,30.98,13.18,8.34
47.74,30.92,13.10,8.29
47.66,30.88,13.08,8.27
47.58,30.84,13.04,8.27
47.50,30.80,13.00,8.20
47.46,30.74,12.96,8.12
47.35,30.66,12.96,8.04
47.32,30.66,12.90,7.99
47.26,30.61,12.90,8.10
47.21,30.58,12.88,8.05
47.28,30.56,12.86,8.08
47.36,30.51,12.80,8.04
47.40,30.49,12.80,7.99
47.42,30.49,12.78,7.96
47.44,30.49,12.78,8.01
47.46,30.49,12.76,8.03
47.46,30.49,12.74,8.00
47.45,30.49,12.72,7.99
47.41,30.46,12.70,7.94
47.40,30.44,12.66,7.90
47.38,30.40,12.60,7.82
47.33,30.36,12.54,7.77
47.30,30.32,12.50,7.81
47.22,30.25,12.44,7.79
47.13,30.19,12.40,7.71
47.05,30.15,12.30,7.71
46.97,30.09,12.28,7.59
46.88,30.02,12.14,7.53
46.80,29.93,12.06,7.44
46.72,29.80,12.04,7.44
46.64,29.67,12.00,7.44
46.55,29.53,11.90,7.39
46.47,29.38,11.82,7.28
46.39,29.28,11.74,7.14
46.30,29.18,11.64,7.02
46.22,29.08,11.42,6.97
46.14,28.96,11.36,6.90
46.05,28.80,11.30,6.83
45.97,28.66,11.20,6.77
45.89,28.64,11.02,6.61
45.81,28.38,10.76,6.44
45.72,28.28,10.70,6.23
45.64,28.16,10.66,6.18
45.56,28.05,10.60,6.13
45.47,27.90,10.16,6.02
45.39,27.77,10.00,5.91
45.31,27.67,9.86,5.78
45.22,27.60,9.58,5.56
45.14,27.54,9.52,5.45
45.06,27.44,9.46,5.42
44.98,27.33,9.36,5.35
44.89,27.16,9.28,5.29
44.81,26.99,9.16,5.21
44.73,26.80,9.00,5.17
44.64,26.64,8.86,5.13
44.56,26.50,8.75,4.84
44.48,26.34,8.60,4.76
44.39,26.20,8.48,4.63
44.31,26.10,8.35,4.52
44.23,25.98,8.15,4.40
44.15,25.88,7.96,4.34
44.06,25.80,7.82,4.17
43.98,25.73,7.66,4.03
43.90,25.65,7.50,3.98
43.81,25.55,7.40,3.84
43.73,25.45,7.30,3.70
43.71,25.35,7.20,3.69
43.64,25.25,7.10,3.66
43.88,25.17,7.05,3.66
43.51,25.07,7.00,3.51
43.44,24.98,6.86,3.57
43.35,24.90,6.80,3.56
43.26,24.81,6.80,3.54
43.19,24.71,6.70,3.53
43.12,24.60,6.68,3.51
43.08,24.50,6.62,3.48
43.02,24.39,6.56,3.32
42.97,24.35,6.48,3.38
42.91,24.30,6.30,3.38
42.88,24.24,6.30,3.30
42.78,24.17,6.30,3.19
42.69,24.10,6.28,3.14
42.60,24.02,6.00,3.00
42.47,23.99,5.85,2.87
42.33,23.84,5.74,2.95
42.19,23.74,5.64,2.94
42.07,23.62,5.58,2.87
41.95,23.48,5.50,2.81
41.92,23.36,5.36,2.73
41.85,23.24,5.26,2.66
41.75,23.13,5.10,2.49
41.65,23.04,5.00,2.51
41.57,22.94,4.84,2.45
41.48,22.85,4.58,2.37
41.38,22.78,4.52,2.27
41.29,22.68,4.40,2.18
41.14,22.63,4.36,2.04
41.07,22.56,4.28,1.99
41.01,22.48,4.16,2.03
40.94,22.36,4.08,2.02
40.88,22.30,4.00,2.07
40.83,22.22,3.90,2.08
40.77,22.17,3.82,2.02
40.73,22.10,3.76,1.93
40.68,22.08,3.76,1.86
40.63,22.04,3.60,1.82
40.59,21.96,3.58,2.02
40.54,21.89,3.50,1.93
40.54,21.84,3.48,1.87
40.50,21.80,3.40,1.77
40.46,21.77,3.36,1.63
40.43,21.73,3.22,1.54
40.39,21.68,3.16,1.53
40.33,21.62,3.10,1.63
40.30,21.58,3.14,1.73
40.24,21.56,3.08,1.72
40.24,21.54,3.10,1.78
40.22,21.50,3.06,1.74
40.19,21.48,2.94,1.64
40.18,21.44,2.90,1.64
40.18,21.40,2.88,1.60
40.18,21.36,2.86,1.59
40.19,21.34,2.82,1.56
40.23,21.32,2.80,1.52
40.26,21.30,2.70,
40.30,21.28,2.66,1.31
40.40,21.28,2.66,1.28
40.48,21.28,2.68,1.37
40.53,21.31,2.68,1.44
40.56,21.37,2.72,1.50
40.59,21.45,2.72,1.51
40.60,21.53,2.74,1.52
40.59,21.60,2.76,1.51
40.57,21.65,2.84,1.46
40.54,21.72,2.90,1.57
40.52,21.84,2.98,1.62
40.52,21.93,3.00,1.66
40.56,21.98,3.02,1.67
40.60,21.93,3.08,1.62
40.64,21.87,3.10,1.44
40.68,21.85,3.14,1.41
40.72,21.78,3.16,1.65
40.77,21.74,3.18,1.69
40.80,21.67,3.20,1.75
40.80,21.60,3.22,1.75
40.78,21.67,3.24,1.73
40.72,21.84,3.12,1.73
40.66,21.88,3.10,1.70
40.59,21.86,3.08,1.74
40.56,21.79,3.12,1.74
40.54,21.70,3.14,1.67
40.56,21.64,3.10,1.64
40.57,21.59,3.16,1.58
40.58,21.54,3.14,1.44
40.61,21.53,2.92,1.47
40.65,21.51,2.90,1.49
40.69,21.50,2.90,1.51
40.71,21.50,2.86,1.48
40.75,21.54,2.86,1.54
40.84,21.60,2.84,1.56
40.93,21.65,2.88,1.55
41.06,21.72,2.90,1.57
41.16,21.80,2.94,1.67
41.23,21.88,2.98,1.71
41.27,21.98,3.00,1.74
41.31,22.10,3.10,1.68
41.32,22.20,3.10,1.62
41.35,22.33,3.18,1.61
41.38,22.46,3.28,1.69
41.40,22.58,3.38,1.72
41.50,22.63,3.42,1.75
41.55,22.64,3.55,1.81
41.63,22.64,3.66,1.83
41.72,22.64,3.72,1.89
41.84,22.67,3.76,1.84
41.99,22.73,3.80,1.91
42.15,22.84,3.88,1.97
42.33,22.90,3.92,1.99
42.46,23.00,4.00,2.01
42.60,23.17,4.10,1.97
42.74,23.33,4.18,1.97
42.90,23.52,4.28,1.98
43.04,23.72,4.42,2.03
43.23,23.91,4.50,2.09
43.36,24.11,4.72,2.15
43.38,24.35,4.84,2.26
43.62,24.58,5.10,2.39
43.73,24.73,5.36,2.51
43.86,24.93,5.56,2.59
44.02,25.14,5.82,2.83
44.18,25.34,6.10,2.97
44.34,25.46,6.30,3.11
44.54,25.57,6.55,3.33
44.76,25.69,6.75,3.45
44.97,25.83,6.93,3.54
45.08,26.02,7.09,3.59
45.41,26.27,7.20,3.73
45.63,26.48,7.38,3.86
45.80,26.68,7.54,3.99
46.07,26.88,7.80,4.09
46.23,27.09,8.02,4.25
46.38,27.30,8.20,4.41
46.54,27.50,8.48,4.51
46.60,27.70,8.60,4.70
46.82,27.86,9.00,4.94
47.05,28.04,9.22,5.14
47.25,28.24,9.50,5.34
47.29,28.40,9.68,5.52
47.62,28.58,9.83,5.68
47.72,28.78,9.95,5.62
47.82,28.90,10.20,5.81
47.92,29.00,10.40,5.98
48.00,29.09,10.52,6.12
48.14,29.19,10.60,6.21
48.24,29.33,10.72,6.21
48.36,29.46,10.87,6.23
48.48,29.61,11.10,6.39
48.54,29.75,11.38,6.64
48.73,29.88,11.60,6.84
48.84,29.98,11.74,6.98
48.92,30.09,11.86,7.11
49.00,30.19,12.00,7.27
49.10,30.29,12.08,7.26
49.20,30.38,12.14,7.29
49.29,30.43,12.20,7.43
49.34,30.53,12.30,7.50
49.42,30.63,12.38,7.55
49.47,30.73,12.48,7.63
49.52,30.81,12.58,7.75
49.60,30.90,12.68,7.78
49.64,31.00,12.78,7.85
49.73,31.08,12.90,8.03
49.79,31.14,13.05,8.03
49.90,31.20,13.06,8.15
50.04,31.26,13.10,8.20
50.06,31.36,13.15,8.25
50.25,31.45,13.18,8.25
50.35,31.54,13.26,8.25
50.38,31.61,13.30,8.34
50.45,31.71,13.40,8.42
50.49,31.76,13.50,8.49
50.52,31.82,13.60,8.55
50.54,31.88,13.66,8.61
50.57,31.92,13.70,8.61
50.59,31.98,13.72,8.65
50.62,32.05,13.76,8.73
50.65,32.10,13.80,8.76
50.78,32.16,13.80,8.81
50.82,32.21,13.88,8.84
50.88,32.26,13.94,8.89
50.98,32.33,14.02,8.93
51.00,32.45,14.18,8.98
51.05,32.56,14.20,9.03
51.16,32.66,14.32,9.14
51.24,32.76,14.44,9.22
51.26,32.84,14.54,9.31
51.19,32.90,14.64,9.41
51.15,32.96,14.74,9.50
51.11,32.99,14.84,9.50
51.07,33.04,14.90,9.60
51.06,33.06,15.00,9.71
51.04,33.09,15.06,9.78
51.11,33.12,15.20,9.85
51.18,33.22,15.20,9.88
51.19,33.24,15.20,9.95
51.19,33.27,15.35,9.95
51.17,33.30,15.44,9.99
51.27,33.35,15.50,10.11
51.34,33.39,15.55,10.15
51.30,33.42,15.60,10.19
51.26,33.43,15.56,10.18
51.18,33.45,15.66,10.17
51.16,33.49,15.68,10.23
51.22,33.53,15.72,10.29
51.18,33.56,15.76,10.32
51.18,33.57,15.80,10.37
51.19,33.60,15.86,10.37
51.18,33.62,15.90,10.38
51.18,33.64,16.00,10.40
51.16,33.65,16.02,10.47
51.12,33.65,16.06,10.55
51.05,33.65,16.06,10.55
51.02,33.65,16.06,10.56
50.98,33.66,16.05,10.52
51.06,33.68,16.02,10.50
51.04,33.70,16.02,10.50
51.06,33.70,16.06,10.51
51.06,33.74,16.04,10.55
51.11,33.76,16.11,10.59
51.18,33.78,16.12,10.60
51.11,33.79,16.16,10.63
51.11,33.80,16.18,10.63
51.08,33.80,16.20,10.64
51.07,33.80,16.26,10.65
51.06,33.85,16.30,10.66
51.06,33.85,16.30,10.73
51.07,33.85,16.34,10.74
51.10,33.85,16.36,10.76
51.21,33.86,16.36,10.80
51.26,33.88,16.38,10.77
51.24,33.88,16.38,10.76
51.20,33.87,16.40,10.79
51.12,33.85,16.42,10.79
51.06,33.84,16.43,10.79
51.03,33.83,16.38,10.81
50.96,33.83,16.40,10.82
50.91,33.82,16.38,10.79
50.83,33.79,16.36,10.79
50.73,33.75,16.34,10.79
50.71,33.72,16.34,10.78
50.65,33.67,16.32,10.77
50.59,33.63,16.30,10.80
50.54,33.61,16.28,10.77
50.46,33.58,16.28,10.76
50.37,33.54,16.22,10.69
50.28,33.49,16.22,10.71
50.20,33.44,16.15,10.65
50.12,33.40,16.12,10.65
50.05,33.40,16.08,10.61
50.02,33.36,16.06,10.59
49.98,33.30,16.04,10.55
49.94,33.28,16.00,10.52
49.94,33.24,16.00,10.52
50.02,33.23,15.90,10.52
50.02,33.19,15.94,10.55
50.02,33.16,15.90,10.55
49.95,33.13,15.88,10.51
49.95,33.10,15.84,10.47
49.86,33.08,15.80,10.35
49.82,33.04,15.77,10.35
49.74,33.00,15.73,10.37
49.64,32.96,15.70,10.32
49.55,32.90,15.62,10.35
49.51,32.84,15.58,10.27
49.47,32.78,15.50,10.22
49.39,32.70,15.40,10.11
49.36,32.65,15.32,10.07
49.25,32.60,15.28,10.03
49.14,32.54,15.16,9.99
49.02,32.48,15.08,9.91
48.99,32.41,15.02,9.84
48.91,32.35,14.90,9.74
48.81,32.30,14.82,9.69
48.78,32.27,14.76,9.68
48.68,32.23,14.70,9.63
48.67,32.20,14.64,9.58
48.64,32.18,14.54,9.53
48.61,32.14,14.54,9.46
